Name,Detail description en,Detail description vn,Location
Bún bò Nam Bộ,"Stir-fried-style rice vermicelli topped with grilled beef, peanuts, herbs and a sweet-savory fish sauce dressing. Fresh, savory and crunchy. Often eaten for lunch or dinner in southern Vietnam and Saigon street stalls.","Bún bò Nam Bộ là bún trộn với thịt bò xào/grill, lạc, rau và nước mắm chua ngọt. Tươi, đậm vị và giòn. Thích hợp ăn trưa hoặc tối, phổ biến ở Nam Bộ và Sài Gòn.",Sài Gòn & Southern Vietnam
Bánh khúc,"Sticky rice cake flavored with cudweed (gai) and filled with mung bean and pork or savory filling, wrapped in gai leaves. Earthy, savory and chewy. Often eaten as snack in northern spring. Traditional northern specialty associated with seasonal festivals.","Bánh khúc là bánh nếp có mùi lá khúc (gai), nhân đậu xanh và thịt. Hương vị đất, mặn và dẻo. Thường ăn trong mùa xuân ở miền Bắc, là đặc sản truyền thống gắn với lễ hội mùa.",Northern Vietnam
Kem Tràng Tiền,"Hanoi-style ice cream known for simple scoops served in a paper cone or with sesame, condensed milk and wafer. Sweet, creamy and nostalgic. Perfect for hot afternoons. An iconic Hanoi ice cream brand with decades-long history.","Kem Tràng Tiền là kem Hà Nội phục vụ trong ốc quế, kèm mè, sữa đặc hoặc bánh. Ngọt, béo và gợi nhớ. Thích hợp ngày nóng. Thương hiệu kem cổ của Hà Nội, tồn tại hàng thập kỷ.",Hà Nội
Bánh trôi nước,"Glutinous rice balls filled with sweet mung bean or palm sugar, served in sweet ginger syrup. Chewy and sweet with warm spice. Often eaten during the Hùng Kings’ or Lantern festivals as dessert. A traditional northern Vietnamese sweet.","Bánh trôi nước là viên bột nếp nhân đường hoặc đậu xanh, ăn trong nước gừng ngọt. Dẻo và ngọt, có vị gừng ấm. Thường xuất hiện trong các lễ hội truyền thống miền Bắc.",Northern Vietnam
Chả lụa,"Vietnamese pork sausage (pâté) made from finely pounded pork, wrapped in banana leaf and steamed. Firm, smooth and savory. Served as sandwich filling, in noodle dishes or with rice. Classic staple with centuries-old preparation techniques.","Chả lụa là giò lụa làm từ thịt heo xay nhuyễn, gói lá chuối và hấp. Chắc, mịn và đậm vị. Dùng kẹp bánh mì, ăn kèm bún hoặc cơm. Là món ăn truyền thống với kỹ thuật chế biến lâu đời.",Nationwide
Xôi vò,Sticky rice mixed and coated with mashed sweetened mung bean and often topped with fried shallots. Slightly sweet and nutty with soft texture. Best for breakfast or snack. Traditional northern sticky rice variation.,"Xôi vò là xôi nếp trộn đậu xanh nghiền, rắc hành phi. Hơi ngọt, bùi và mềm. Thường ăn sáng hoặc ăn vặt. Biến thể xôi truyền thống miền Bắc.",Northern Vietnam
Ốc luộc,"Boiled snails served with dipping salt/chili/lime and fresh herbs. Briny, chewy and herbaceous. A popular late-afternoon or evening street snack. Found across coastal cities, especially Hanoi, Sài Gòn and central towns.","Ốc luộc là ốc luộc chấm muối ớt chanh và ăn cùng rau thơm. Vị biển, dai và thơm rau. Món ăn vặt buổi chiều/tối phổ biến ở các thành phố ven biển và cả Hà Nội, Sài Gòn.",Coastal Cities & Hanoi
Gỏi cá Nha Trang,"Raw fish salad made with thinly sliced fish marinated with lime, spices, shredded banana flower, herbs and peanuts. Fresh, tangy and slightly spicy. Best as appetizer or lunch near the coast. Nha Trang specialty highlighting fresh seafood.","Gỏi cá Nha Trang là gỏi cá sống thái mỏng ướp chanh, gia vị, hoa chuối, rau và lạc. Tươi, chua và hơi cay. Thích hợp làm khai vị hoặc ăn trưa ở ven biển. Đặc sản Nha Trang từ hải sản tươi.",Nha Trang
Bánh đa cua (Hải Phòng),"Crab noodle soup from Hai Phong using wide rice noodles, crab meat, and sometimes pork and mushrooms in a savory broth. Rich crab flavor, hearty and satisfying. Best for lunch. A signature dish of Hai Phong showcasing local seafood.","Bánh đa cua Hải Phòng dùng bánh đa, thịt cua và đôi khi có thịt heo, nấm trong nước dùng đậm vị cua. Đậm đà, bổ và ngon miệng. Thích hợp ăn trưa. Đặc sản Hải Phòng phản ánh hải sản địa phương.",Hải Phòng
Nem chua rán,"Fried fermented pork roll coated in batter and deep-fried until golden. Crispy outside, sour-salty inside. Popular as street snack, especially for students and youth. A modern playful variant of nem chua from northern street food culture.","Nem chua rán là nem chua áo bột chiên vàng. Vỏ giòn, bên trong chua mặn. Món ăn vặt đường phố được ưa chuộng, đặc biệt trong giới trẻ. Phiên bản hiện đại của nem chua truyền thống.",Northern & Central Vietnam
Bánh đập,"Central Vietnam snack of thin rice pancake (bánh ướt) paired with crispy rice cracker (bánh tráng nướng) dipped together in fish sauce. Contrasting soft and crunchy textures, savory and tangy. Typical street snack around Huế and central towns.","Bánh đập là cặp bánh ướt mềm và bánh tráng nướng giòn, ăn chấm nước mắm. Tương phản mềm – giòn, vị mặn chua. Món vặt phổ biến khu vực Huế và miền Trung.",Huế & Central Vietnam
Bột chiên,"Fried rice flour cakes stir-fried with egg, scallions and served with pickles and soy-based dipping sauce. Crispy edges, soft interior and savory. Popular as breakfast or snack in southern cities and Saigon.","Bột chiên là miếng bột gạo chiên, xào cùng trứng, hành và ăn với đồ chua, tương. Vành giòn, ruột mềm, vị mặn. Phổ biến ăn sáng hoặc ăn vặt ở Sài Gòn và miền Nam.",Sài Gòn & Southern Vietnam
Tào phớ (tàu hũ nước đường),"Soft silken tofu dessert served in sweet syrup often flavored with ginger or pandan. Silky, lightly sweet and soothing. Common as dessert or cooling snack. Chinese-influenced sweet enjoyed all over Vietnam.","Tào phớ là đậu hũ non ăn kèm nước đường gừng hoặc lá dứa. Mượt, hơi ngọt và dễ chịu. Thường dùng làm tráng miệng hoặc ăn giải khát. Món ngọt chịu ảnh hưởng Trung Hoa, phổ biến khắp nước.",Nationwide
Mực nướng,"Grilled squid brushed with savory-sweet glaze, often eaten with chili salt and lime. Smoky, slightly sweet and chewy. Best as evening snack or seafood meal at beach towns like Phan Thiết and Nha Trang.","Mực nướng tẩm ướp, nướng và phết sốt mặn ngọt, ăn kèm muối ớt chanh. Hương than, hơi ngọt và dai. Thích hợp làm ăn vặt tối hoặc bữa hải sản ở Phan Thiết, Nha Trang.",Phan Thiết & Nha Trang
Bánh rán,"Deep-fried glutinous rice ball often filled with sweet mung bean paste and coated with sesame. Crispy outside, chewy inside and sweet. Served as dessert or snack. Northern Vietnamese classic sold by street vendors.","Bánh rán là viên bột nếp chiên, nhân đậu xanh ngọt và rắc vừng. Vỏ giòn, trong dẻo và ngọt. Thường làm tráng miệng hoặc ăn vặt. Món ăn vặt truyền thống miền Bắc.",Northern Vietnam
Ruốc (Chà bông),"Shredded dried pork or fish floss used as condiment on rice, porridge and bread. Savory and slightly sweet. Used anytime as topping. A pantry staple across Vietnam made to preserve meat and add flavor to simple dishes.","Ruốc hay chà bông là thịt hoặc cá khô xé sợi, dùng rắc lên cơm, cháo hoặc bánh mì. Đậm vị, hơi ngọt. Dùng mọi lúc làm topping. Sản phẩm bảo quản thịt phổ biến khắp Việt Nam.",Nationwide
Cà phê trứng,"Hanoi specialty of strong coffee topped with a whipped mixture of egg yolk, sugar and condensed milk, creating a creamy, sweet froth. Rich, sweet and coffee-forward. Best in the afternoon or as a dessert drink. Invented in Hanoi cafes in mid-20th century.","Cà phê trứng là cà phê đen nóng phủ lớp kem trứng (lòng đỏ, sữa đặc) đánh bông. Ngọt, béo và đậm cà phê. Thích hợp buổi chiều hoặc như đồ uống tráng miệng. Ra đời ở quán cà phê Hà Nội giữa thế kỷ 20.",Hà Nội
Cà phê sữa đá,"Vietnamese iced coffee brewed strong and mixed with condensed milk over ice. Bitter, sweet and intensely fragrant. Popular as a morning or afternoon pick-me-up. A ubiquitous Saigon beverage with French roast influence.","Cà phê sữa đá là cà phê đậm pha với sữa đặc và đá. Vị đắng – ngọt và thơm đậm. Thích hợp buổi sáng hoặc chiều. Đồ uống phổ biến Sài Gòn, chịu ảnh hưởng cà phê Pháp.",Nationwide (notably Sài Gòn & Central Highlands)
Bánh mì chả lụa,"Bánh mì filled primarily with Vietnamese pork sausage (chả lụa), pickles, herbs and chili. Savory and savory-herbal. Great for breakfast or quick meal. A classic bánh mì variant common throughout Vietnam.","Bánh mì chả lụa là bánh mì kẹp giò lụa, đồ chua, rau và ớt. Vị mặn và thơm. Thích hợp ăn sáng hoặc bữa nhanh. Phiên bản bánh mì cổ điển khắp nước.",Nationwide
Bánh mì pate,"Bánh mì with a generous spread of pork pâté (pate), combined with cold cuts, pickles and herbs. Rich, savory and aromatic. Popular breakfast/street food. Reflects French influence adapted to Vietnamese palate.","Bánh mì pate là bánh mì kẹp pate heo, cùng chả, đồ chua và rau. Béo, đậm vị và thơm. Thích hợp ăn sáng. Thể hiện ảnh hưởng Pháp được Việt hóa.",Nationwide
Bún thit nướng,"Grilled pork (thịt nướng) served over vermicelli noodles with herbs, pickles, shredded carrot and a sweet fish sauce dressing. Sweet-savory and fresh. Popular lunchtime dish across Vietnam, especially Saigon.","Bún thịt nướng là bún ăn với thịt nướng, rau thơm, đồ chua và nước mắm chua ngọt. Vị ngọt mặn và tươi. Món trưa phổ biến khắp nước, đặc biệt Sài Gòn.",Nationwide
Bánh khoai mì nướng (Cassava cake),"Grated cassava cake often baked or steamed with coconut milk and sugar. Chewy, sweet and fragrant. Served as snack or dessert. Common in southern Vietnam using abundant cassava root.","Bánh khoai mì nướng làm từ khoai mì bào, nấu với nước cốt dừa và đường. Dẻo, ngọt và thơm. Dùng làm ăn vặt hoặc tráng miệng. Phổ biến ở miền Nam với nguyên liệu khoai mì phong phú.",Southern Vietnam
Bánh gai (Bánh ít lá gai variant),"Black-glutinous rice cake flavored with gai leaf, filled with sweet mung bean and sometimes coconut or pork fat. Chewy, sweet and herbal. Eaten as dessert or festival treat. Traditional in northern and central provinces.","Bánh gai là bánh nếp màu sẫm có lá gai, nhân đậu xanh, dừa hoặc mỡ đường. Dẻo, ngọt và mùi lá gai đặc trưng. Dùng làm tráng miệng hoặc quà lễ hội, truyền thống ở nhiều tỉnh.",Northern & Central Vietnam
Bún đuôi bò (oxtail noodle soup),"Hearty noodle soup made from slow-braised oxtails in a clear or slightly spiced broth, served with herbs and rice noodles. Rich, gelatinous and savory. Best for lunch or dinner. Found in many regional variations across Vietnam.","Bún đuôi bò là bún nước với đuôi bò hầm nhừ, nước dùng đậm và dẻo. Béo, bổ và đậm vị. Thích hợp ăn trưa hoặc tối. Có nhiều biến thể địa phương khắp nước.",Nationwide
Bánh phu thê (bánh xu xê),"Sweet steamed rice cake of two parts symbolizing husband and wife, made from rice or tapioca and mung bean sugar. Soft, mildly sweet and symbolic. Usually given at weddings and festive occasions in Vietnam.","Bánh phu thê (xu xê) là bánh hấp làm từ bột nếp/bột sắn và đậu xanh, nhẹ nhàng, hơi ngọt và mang ý nghĩa đôi lứa. Thường làm quà cưới và dịp lễ hội.",Nationwide
Bánh cuốn chả mỡ,Variation of bánh cuốn served with fried pork belly or crispy pork and herbs. Soft delicate rolls contrasted with crunchy meat; savory and aromatic. Typical Hanoi variation of the classic rice-roll breakfast.,"Bánh cuốn chả mỡ là bánh cuốn ăn kèm mỡ chiên hoặc thịt ba chỉ chiên giòn và rau. Bánh mềm kết hợp với phần thịt giòn, rất thơm. Phiên bản Hà Nội của món bánh cuốn truyền thống.",Hà Nội
Chả cá nướng (grilled fish),"Grilled marinated fish fillets or skewers often seasoned with turmeric, garlic and herbs, served with rice or noodles. Smoky, savory and aromatic. Ideal for lunch or dinner in coastal regions and street markets.","Chả cá nướng là cá ướp rồi nướng từng miếng hoặc xiên, tẩm nghệ, tỏi và rau thơm, ăn với cơm hoặc bún. Hương than, đậm vị và thơm. Phù hợp ăn trưa hoặc tối ở vùng biển.",Coastal Cities (Nationwide)
Bánh mì que (grilled baguette sticks),Thin baguette sticks grilled or toasted and often served with condensed milk for dipping or with savory fillings. Crunchy and snackable. Popular as street snack in Saigon and Hanoi youth culture.,"Bánh mì que là bánh mì dài mỏng nướng giòn, có thể chấm sữa đặc hoặc ăn kèm nhân mặn. Giòn và tiện ăn. Món ăn vặt đường phố được giới trẻ ưa thích ở Sài Gòn và Hà Nội.",Sài Gòn & Hanoi
Bún nước lèo (Kiên Giang),"Southern Mekong noodle soup with small river fish or shrimp paste, herbs and thin rice noodles with a distinct sweet-and-savory broth. Fragrant and slightly sweet. Local favorite in Rạch Giá and other Kiên Giang towns.","Bún nước lèo miền Tây với cá sông nhỏ hoặc mắm tôm, rau và bún, nước dùng có vị ngọt và mặn đặc trưng. Thơm và hơi ngọt. Yêu thích địa phương ở Kiên Giang, Rạch Giá.",Kiên Giang (Mekong)
Gà nướng (Sả ớt),"Grilled chicken marinated with lemongrass, chili and fish sauce, charred and served with rice or sticky rice. Savory, fragrant and slightly spicy. Common for dinner or gatherings across Vietnam, especially in central regions.","Gà nướng sả ớt là gà ướp sả, ớt, nước mắm rồi nướng, ăn với cơm hoặc xôi. Đậm vị, thơm sả và hơi cay. Thường là món ăn tối hoặc dùng trong các bữa tụ họp ở nhiều vùng.",Nationwide
Bún nem (Thanh Hóa),"Noodle dish from Thanh Hóa featuring fried nem (fermented rolls), rice noodles, herbs and dipping sauce. Crunchy and savory with fresh herbs. Local specialty from Thanh Hóa reflecting northern snack traditions.","Bún nem Thanh Hóa có nem rán, bún, rau và nước chấm. Giòn, đậm vị và tươi mát. Đặc sản địa phương Thanh Hóa thể hiện ẩm thực vặt miền Bắc.",Thanh Hóa
Phở Hà Nội,"Vietnam's iconic noodle soup from Hanoi made with flat rice noodles, clear beef broth simmered with bones and spices, thinly sliced beef or chicken, herbs and lime. The taste is savory, aromatic and balanced between umami and light sweetness. Best eaten in the morning as a breakfast street food. Legend says pho developed in northern Vietnam in the early 20th century from a fusion of local and French culinary influences.","Món phở danh tiếng của Hà Nội gồm bánh phở, nước dùng trong được ninh từ xương bò, thịt bò hoặc gà thái mỏng, rau thơm và chanh. Vị ngọt xương, thơm gia vị, đậm đà nhưng thanh. Thường ăn buổi sáng như món điểm tâm. Truyền thuyết cho rằng phở hình thành đầu thế kỷ 20, chịu ảnh hưởng giao thoa ẩm thực Việt - Pháp.",Hà Nội
Bún chả Hà Nội,"Grilled pork patties and slices served with rice vermicelli, fresh herbs and a sweet-sour fish-sauce dipping broth. Taste: smoky, savory and slightly sweet with herbaceous freshness. Best at lunchtime or dinner. Famously associated with Hanoi street stalls; popularized internationally after a famous US visit by a president who dined with the dish.","Thịt nướng (chả và dăm bông) ăn kèm bún, rau sống và nước chấm pha chua ngọt mặn mặn. Vị khói, mặn ngọt cân bằng, mát bởi rau thơm. Thích hợp ăn trưa hoặc tối. Gắn liền với ẩm thực đường phố Hà Nội; nổi tiếng hơn sau khi một vị tổng thống nước ngoài thưởng thức món này ở Hà Nội.",Hà Nội
Bún thang,"A delicate Hanoi noodle soup with shredded chicken, thin omelette strips, Vietnamese ham, mushrooms and shrimp, served in a clear, fragrant broth. Taste is subtle, slightly sweet and umami with layered textures. Best for breakfast or special family gatherings. Historically a royal-inspired dish from Hanoi that showcases refinement and balanced flavors.","Món bún thanh nhẹ của Hà Nội gồm bún, gà xé, trứng rán thái chỉ, giò lụa, nấm và tôm, trong nước dùng trong, thơm. Vị thanh, hơi ngọt, nhiều lớp kết cấu. Phù hợp ăn sáng hoặc dịp sum họp gia đình. Nguồn gốc được coi là món tinh tế, ảnh hưởng cung đình Hà Nội xưa.",Hà Nội
Bún ốc Hà Nội,"Hanoi snail noodle soup with tomatoes, snails, bamboo shoots or potato, and rice vermicelli in a sour, tangy broth often finished with vinegar and herbs. Taste: tangy, slightly spicy and earthy from snails. Best in cooler weather or as a comforting meal. A traditional northern specialty that reflects Vietnam's love of snail dishes and bright flavors.","Bún ốc Hà Nội gồm ốc, cà chua, nấm hoặc măng kho, bún trắng, nước dùng chua dịu thường thêm giấm bỗng và rau thơm. Vị chua thanh, hơi cay, vị ốc đậm đà. Thích hợp ăn trời se lạnh hoặc khi cần món ấm bụng. Là đặc sản Bắc Bộ, thể hiện sở thích ăn ốc và hương vị tươi sáng.",Hà Nội
Bún riêu cua,"Crab-based noodle soup with rice vermicelli, tomato, tofu, pork, and fermented shrimp paste or crab paste. The taste is tangy, savory and slightly sweet with crunchy toppings and herbs. Commonly eaten at breakfast or lunch. Originated as a popular folk dish across northern and central Vietnam, notable for its distinctive crab flavor.","Món bún riêu làm từ riêu cua, bún, cà chua, đậu hũ, thịt và mắm cua/mắm tôm. Vị chua ngọt, đậm đà, mùi cua đặc trưng, thường có rau sống và tóp mỡ. Thường ăn sáng hoặc trưa. Là món dân dã phổ biến ở Bắc và Trung, nổi tiếng bởi hương vị cua đặc trưng.",Hà Nội / Bắc Bộ
Bún bò Huế,"Spicy beef noodle soup from Huế with thick rice noodles, beef shank, pork knuckles, and lemongrass-spiced broth often tinted with annatto. Taste: spicy, aromatic, slightly sour and very savory. Best for lunch or dinner. Originated in the imperial city of Huế and reflects central Vietnam's bold, spicy flavors.","Bún bò Huế đặc trưng với bún to, nước lèo ninh từ xương, sả, bò và giò sống, có màu đỏ do dầu điều. Vị cay nồng, thơm sả, đậm đà. Thích hợp ăn trưa hoặc tối. Xuất xứ từ kinh đô Huế, thể hiện phong cách ẩm thực Trung Bộ cay nồng, đậm đà.",Huế
Bánh cuốn Thanh Trì,"Thin steamed rice rolls filled with minced pork, wood ear mushroom and served with fried shallots, herbs and fish sauce. Texture is silky and soft with savory filling and crunchy shallot topping. Best for breakfast or snack. Thanh Trì (Hanoi suburbs) is famous for a special batter and technique passed through generations.","Bánh cuốn Thanh Trì là bánh tráng mỏng hấp cuộn nhân thịt băm và mộc nhĩ, rắc hành phi, ăn kèm rau sống và nước mắm. Kết cấu mềm mượt, nhân đậm đà, hành giòn. Thường ăn sáng hoặc ăn nhẹ. Thanh Trì nổi tiếng nhờ bí quyết làm bột và kỹ thuật truyền thống.",Hà Nội (Thanh Trì)
Bánh mì Sài Gòn,"Vietnamese baguette sandwich filled with various proteins (pâté, cold cuts, grilled pork, eggs), pickled vegetables, cilantro, cucumber and chili with a smear of butter or mayonnaise. Taste: crunchy, savory, tangy and fresh. Ideal for breakfast, lunch or snack. Evolved during the French colonial era combining baguette with local ingredients; each vendor has signature fillings.","Bánh mì Sài Gòn là ổ bánh mì baguette kẹp pate, thịt nguội, thịt nướng hoặc trứng, đồ chua, ngò, dưa leo và ớt, thường bơ hoặc sốt mayonnaise. Vị giòn, mặn, chua thanh và tươi. Phù hợp bữa sáng, trưa hoặc ăn vặt. Hình thành thời Pháp thuộc, kết hợp baguette với nguyên liệu Việt; mỗi hàng có công thức riêng.",Thành phố Hồ Chí Minh
Cơm tấm Sài Gòn,"Broken-rice dish topped with grilled pork chop, shredded pork skin (bì), steamed egg meatloaf (chả), pickles and scallion oil. Flavor: savory, slightly sweet from marinade, with varied textures. Best for breakfast or lunch. Originated as an affordable meal using fractured rice grains, now a beloved Saigon specialty.","Cơm tấm gồm cơm từ hạt tấm, ăn kèm sườn nướng, bì, chả trứng, đồ chua và mỡ hành. Vị đậm đà, hơi ngọt do ướp thịt, phong phú về kết cấu. Thích hợp ăn sáng hoặc trưa. Bắt nguồn từ cơm tấm giá rẻ, nay trở thành món đặc trưng Sài Gòn.",Thành phố Hồ Chí Minh
Gỏi cuốn (fresh spring rolls),"Fresh rice paper rolls stuffed with shrimp or pork, rice vermicelli, herbs and lettuce served with peanut or hoisin-based dipping sauce. Taste: fresh, light, herbaceous and slightly sweet when dipped. Great as appetizer or light meal any time of day. A healthier, portable street-food adaptation of Vietnamese rolling traditions.","Gỏi cuốn là cuốn bánh tráng tươi với tôm hoặc thịt, bún, rau sống, chấm nước sốt đậu phộng hoặc tương. Vị tươi, nhẹ, thơm rau và hơi ngọt khi chấm. Thích hợp làm khai vị hoặc bữa nhẹ vào mọi lúc. Là phiên bản lành mạnh, tiện lợi của nghệ thuật cuốn Việt Nam.",Toàn quốc (popular in Sài Gòn & Hà Nội)
Chả giò (Nem rán),"Crispy deep-fried spring rolls filled with minced pork, julienned vegetables, glass noodles and mushrooms, served with fish sauce-based dipping sauce. Taste: crunchy, savory and a little sweet from the fillings. Often enjoyed as appetizer or part of meals. A Vietnamese classic served at family gatherings and festivals.","Chả giò (nem rán) là chả cuốn chiên giòn với nhân thịt băm, rau củ thái sợi, miến và mộc nhĩ, chấm nước mắm pha. Vị giòn, mặn ngọt hài hòa. Thường là món khai vị hoặc phần của mâm cơm gia đình, thường xuất hiện trong lễ tết và buổi cỗ.",Toàn quốc
Bánh xèo,"Savory crispy pancake made from rice flour and turmeric batter, filled with shrimp, pork and bean sprouts, eaten wrapped in lettuce and herbs with dipping sauce. Taste: crunchy exterior, soft interior, savory and aromatic. Best for lunch or casual dinners. Originating from central and southern Vietnam, it's a communal dish often shared family-style.","Bánh xèo là bánh rán mỏng làm từ bột gạo pha nghệ, nhân tôm, thịt heo và giá đỗ, cuộn cùng rau sống và chấm nước mắm. Vỏ giòn, nhân mềm, mùi thơm và vị mặn đậm. Thường ăn trưa hoặc tối ăn nhóm. Có nguồn gốc Miền Trung - Nam Bộ và là món ăn quây quần.",Miền Trung & Nam Bộ
Bánh khọt Vũng Tàu,"Small crispy coconut-flavored rice pancakes topped with shrimp and scallions, typically eaten with herbs and dipping fish sauce. Taste: crispy, slightly sweet and savory with seafood aroma. Great as a snack or light meal. Famous in Vũng Tàu with variations across southern Vietnam.","Bánh khọt là bánh gạo nhỏ, có vị béo dừa, phủ tôm và hành lá, ăn kèm rau sống và nước chấm. Vị giòn, hơi ngọt, mặn ngọt hài hòa, thơm hải sản. Thường dùng làm ăn vặt hoặc bữa nhẹ. Nổi tiếng ở Vũng Tàu và Nam Bộ.",Vũng Tàu
Cao lầu (Hội An),"Thick rice noodles tossed with sliced pork, crispy croutons, fresh herbs and a small amount of broth, unique for its chewy texture and minimal broth. Flavor is savory, slightly smoky and herb-forward. Best as lunchtime specialty in Hội An. The dish is linked to local water and rice varieties and Chinese-Japanese trading influences.","Cao lầu là món mì sợi to, dai, trộn với thịt heo, bánh mỳ chiên vụn, rau thơm và ít nước dùng. Vị mặn đậm, hơi khói và nhiều rau thơm. Thường ăn trưa tại Hội An. Gắn với nguồn nước, gạo địa phương và ảnh hưởng giao thương Trung - Nhật xưa.",Hội An
Mì Quảng,"Quảng Nam turmeric noodles served with a little savory broth, pork, shrimp, herbs, peanuts and rice crackers. Taste: aromatic, nutty, and balanced between rich toppings and light broth. Best for lunch or tourist tasting in Quảng Nam. A Central Vietnam staple with regional variations and ceremonial importance.","Mì Quảng là món mì nghệ Quảng Nam, có ít nước dùng, ăn kèm thịt heo, tôm, rau thơm, lạc và bánh tráng nướng. Vị thơm, bùi và cân bằng giữa topping béo và nước dùng thanh. Thường ăn trưa. Là món ăn đặc trưng Trung Bộ, có nhiều biến thể vùng miền.","Quảng Nam (Đà Nẵng, Hội An)"
Bún mắm (Mekong),"Fermented fish-based vermicelli soup with rice noodles, various seafood and pork, herbs and a pungent savory broth. Taste: bold, deeply savory, funky (in a pleasant way) and aromatic with herbs. Best for adventurous eaters at lunch or dinner. A Mekong Delta specialty reflecting fermented fish traditions.","Bún mắm là bún nước lèo làm từ mắm cá lên men, kết hợp hải sản, thịt heo, rau thơm và nước dùng đậm mặn. Vị đậm, nồng, umami mạnh và thơm rau. Thường ăn trưa hoặc tối, phù hợp người thích vị mạnh. Đặc sản Đồng bằng sông Cửu Long, dựa trên truyền thống mắm lên men.",Cần Thơ / Đồng bằng sông Cửu Long
Hủ tiếu (Mỹ Tho / Sài Gòn),"Clear noodle soup or stir-fried dish using tapioca-rice noodles served with pork, seafood or beef, topped with herbs and fried shallots. Taste: light, savory broth with textural noodles. Good for breakfast or late-night meals. Influenced by Chinese and Khmer cuisines, common in southern Vietnam.","Hủ tiếu có thể là nước hoặc xào, dùng sợi làm từ bột năng và gạo, thường có thịt heo, hải sản hoặc bò, rắc hành phi và rau thơm. Nước dùng thanh, sợi dai mềm. Thích hợp ăn sáng hoặc ăn khuya. Ảnh hưởng ẩm thực Trung Hoa và Khmer, phổ biến ở miền Nam.",Mỹ Tho / Thành phố Hồ Chí Minh
Bánh bèo Huế,"Small steamed rice cakes topped with shrimp paste, fried shallots, scallion oil and served with fish sauce. Texture is soft and slightly chewy, topped with savory and aromatic condiments. Best as snack or light meal, especially in Hue where the dish originates. Reflects central Vietnam's delicate culinary style.","Bánh bèo Huế là bánh gạo hấp nhỏ, rắc ruốc tôm, hành phi, mỡ hành và chấm nước mắm. Bánh mềm, hơi dai, phủ topping mặn thơm. Thích hợp làm món ăn vặt hoặc bữa nhẹ, nổi tiếng ở Huế. Thể hiện phong cách ẩm thực tinh tế miền Trung.",Huế
Bánh bột lọc,"Transparent tapioca dumplings filled with shrimp and pork belly, wrapped in banana leaf or served plain with fish sauce. Taste: chewy, slightly sweet shrimp flavor and savory pork, often topped with fried shallots. Best as snack or appetizer. A central Vietnamese specialty, especially Hue.","Bánh bột lọc là bánh trong suốt làm từ bột năng, nhân tôm và thịt ba chỉ, gói lá chuối hoặc để trần, chấm nước mắm. Vị dai, ngọt tôm và mặn thịt, thường rắc hành phi. Thường ăn vặt hoặc làm món khai vị, phổ biến ở Huế.",Huế
Chả cá Lã Vọng,"Hanoi specialty of marinated grilled fish (usually catfish or firm white fish) served sizzling with dill, green onions, rice vermicelli and peanuts, with turmeric and fish sauce flavors. Taste: aromatic, savory and herb-forward. Best for lunch or dinner. Invented in the Old Quarter, it's a signature Hanoi dish with a unique herb pairing (dill).","Chả cá Lã Vọng là cá ướp nghệ, mắm rồi áp chảo, ăn cùng thì là, hành, bún và lạc ở Hà Nội. Vị thơm, mặn và rất đậm mùi rau thì là. Thích hợp trưa hoặc tối. Ra đời ở phố cổ Hà Nội, nổi tiếng nhờ sự kết hợp đặc biệt giữa cá và thì là.",Hà Nội (Old Quarter)
Nem nướng Ninh Hòa,"Grilled pork skewers seasoned with garlic and fish sauce, served with rice paper, fresh herbs, pickles and dipping sauce. Taste: smoky, sweet-savory and aromatic. Commonly enjoyed as lunch or shared street food. A specialty of Ninh Hòa (Khánh Hòa), often eaten wrapped like fresh rolls.","Nem nướng Ninh Hòa là nem xiên nướng bằng thịt heo ướp tỏi, nước mắm, ăn kèm bánh tráng, rau thơm, đồ chua và mắm chấm. Vị khói, ngọt mặn và thơm. Thường ăn trưa hoặc ăn vặt. Đặc sản Ninh Hòa, Khánh Hòa, thường cuốn để ăn chung.","Ninh Hòa, Khánh Hòa"
Bún thịt nướng,"Rice vermicelli topped with grilled marinated pork, fresh herbs, chopped peanuts, pickled vegetables and fish sauce dressing. Taste: smoky, sweet-savory and fresh with herbs. Best for lunch or casual dinners. Popular street food throughout southern Vietnam with many regional variations.","Bún thịt nướng là bún ăn kèm thịt nướng ướp mật ong/nước mắm, rau sống, lạc, đồ chua và nước mắm. Vị khói, ngọt mặn, tươi mát nhờ rau. Thích hợp ăn trưa hoặc tối. Phổ biến ở Nam Bộ, biến thể tùy vùng.",Nam Bộ / Thành phố Hồ Chí Minh
Bò kho,"Vietnamese beef stew simmered with lemongrass, star anise and carrots, often served with bread or rice noodles. Taste: rich, savory, slightly spiced and fragrant. Great for breakfast, lunch or dinner. Influenced by French beef stews but adapted with local aromatics; common in family meals and eateries.","Bò kho là món bò hầm với sả, hoa hồi, cà rốt, thường ăn kèm bánh mì hoặc hủ tiếu. Vị đậm đà, thơm, hơi cay và nhiều gia vị. Có thể ăn sáng, trưa hoặc tối. Chịu ảnh hưởng của món hầm Pháp nhưng Việt hóa bằng các gia vị địa phương.",Toàn quốc
